system:index,EVI_train,NBR_train,NDVI_change,NDVI_test,NDVI_train,NIR_train,RED_train,SWIR_test,SWIR_train,VH_VV_ratio,VH_test,VH_train,VV_test,VV_train,aspect,elevation,label,slope,.geo
1_2646_0,0.42499998,0.3688613,0.021215318,0.6613012,0.6400859,0.2864,0.06285,0.24535,0.23605,1.7954404,-14.41811,-14.290544,-8.715591,-7.959352,180.0,1646.0,1,7.3788605,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.08533785887243,-2.627167964171747]}"
1_2647_0,0.32127684,0.27081776,0.14101705,0.64961284,0.50859576,0.26545,0.08646667,0.239,0.250575,1.9980656,-13.54347,-13.4024315,-7.9754586,-6.7077036,206.58916,1651.0,1,14.221167,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.085068364287192,-2.6268984695865107]}"
1_2648_0,0.37728003,0.31293127,0.030880349,0.6193529,0.5884725,0.28065,0.07270833,0.2454,0.24975,1.5933523,-15.290674,-15.897132,-9.136872,-9.97716,60.970924,1754.0,1,18.448399,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.087224320969078,-2.6250120074898597]}"
1_2649_0,0.4510493,0.31641912,0.07133824,0.69981486,0.6284766,0.3191,0.0728,0.2647,0.2741,1.5379211,-17.823023,-17.924,-11.658878,-11.654695,111.78069,1739.0,1,9.898746,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.087493815554314,-2.6239340291489164]}"
1_2650_0,0.5031447,0.5006318,0.033333983,0.7584938,0.7251598,0.2969,0.0473,0.14145,0.18805,-11.273331,-9.670721,-7.4248505,-3.330693,0.6586209,229.9287,1828.0,1,21.91703,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.08911078306573,-2.623395039978445]}"
1_2651_0,0.5436091,0.49652937,0.0032854017,0.72441363,0.7211282,0.3234,0.0524,0.1858,0.2191,3.3140967,-12.95284,-11.450496,-5.607471,-3.455088,218.39671,1777.0,1,26.36832,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.08776331013955,-2.623125545393209]}"
1_2652_0,0.5161447,0.6010981,-0.014293655,0.7615894,0.7758831,0.2916,0.0368,0.191,0.1618,1.5668368,-15.400507,-14.63345,-10.332906,-9.339485,330.22894,1349.0,1,33.1333,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.069707172928748,-2.6371392638254734]}"
1_2653_0,0.4737419,0.5464301,-0.029603578,0.7315175,0.7611211,0.2702,0.03665,0.2034,0.1591,1.5582097,-15.382419,-15.5316725,-9.591174,-9.96764,5.199905,1327.0,1,19.677185,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.069168183758276,-2.6368697692402376]}"
1_2654_0,0.54956853,0.5911519,-0.044291552,0.7382867,0.7825782,0.3177,0.03875,0.201,0.1779,1.5216134,-15.82075,-15.925006,-11.126386,-10.465869,321.9235,1336.0,1,25.31289,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.069707172928748,-2.6368697692402376]}"
1_2655_0,0.49014732,0.5452544,0.016429542,0.7688525,0.7524229,0.29835,0.04215,0.2064,0.18055,1.5919119,-15.714538,-15.268014,-9.660213,-9.590992,356.18192,1262.0,1,25.952806,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.067281721661626,-2.634174823387879]}"
1_2656_0,0.5354922,0.4581418,0.010939191,0.7504061,0.73946685,0.34095,0.051066667,0.25345,0.24225,1.6662095,-13.571433,-15.31959,-8.191114,-9.194276,119.02897,1392.0,1,18.448458,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.074019086292523,-2.6306713937798127]}"
1_2657_0,0.52373284,0.49226975,0.020490952,0.7440934,0.7236025,0.333,0.0534,0.2207,0.2118,1.5068095,-17.218079,-17.460896,-10.723782,-11.587991,52.154423,1895.0,1,20.273312,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.19771710091578,-2.636600274655002]}"
1_2658_0,0.46227133,0.4996139,4.3581647E-4,0.71396524,0.7135294,0.2913,0.0487,0.1946,0.1808,1.495938,-16.265703,-16.226608,-11.045683,-10.847113,351.86142,1947.0,1,24.601574,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.21200031393328,-2.6344443179731147]}"
1_2659_0,0.5044338,0.4635952,0.029299226,0.70404625,0.674747,0.3558,0.0691,0.2402,0.2426,1.562209,-16.458515,-16.157055,-9.970435,-10.342442,11.900819,1929.0,1,17.44917,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.20472396013191,-2.6279764479274546]}"
1_2660_0,0.64294255,0.5931192,0.008981936,0.7832898,0.77430785,0.40055,0.05095,0.2099,0.2123,1.6995395,-14.594128,-14.785724,-7.5372977,-8.6998415,134.96986,1949.0,1,16.581701,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.203376487205734,-2.6277069533422184]}"
1_2661_0,0.6937851,0.6561865,-0.010531476,0.80997044,0.8205019,0.428,0.0422,0.21325,0.19975,1.6505662,-14.893873,-16.054676,-7.840049,-9.726769,141.31078,1935.0,1,17.280119,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.203915476376203,-2.6277069533422184]}"
1_2662_0,0.6463601,0.6303279,0.025776707,0.83067685,0.80490017,0.3978,0.043,0.2086,0.1977,1.7464403,-15.312832,-15.448269,-8.4745455,-8.845575,146.2821,1930.0,1,9.93482,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.20418497096144,-2.6277069533422184]}"
1_2663_0,0.69312346,0.6047593,0.018729987,0.8066339,0.7879039,0.4316,0.0512,0.21,0.2213,1.9448186,-14.007518,-13.830893,-7.2054715,-7.111662,154.26648,1962.0,1,25.882168,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.203106992620498,-2.6274374587569826]}"
1_2664_0,0.4730945,0.5266784,-0.0039001666,0.7311321,0.73503226,0.28255,0.04315,0.2017,0.17805,2.2447617,-13.800331,-11.39121,-7.370243,-5.0745745,333.41083,1950.0,1,34.523575,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.20634092764333,-2.6274374587569826]}"
1_2665_0,0.57753175,0.5799819,0.030121276,0.8022956,0.77217436,0.34965,0.04495,0.1981,0.1905,1.7633992,-14.017057,-14.271989,-7.773064,-8.093452,147.96753,1956.0,1,24.621078,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.20418497096144,-2.627167964171747]}"
1_2666_0,0.63663304,0.5762376,0.0075805443,0.8015855,0.794005,0.398,0.0457,0.2109,0.2117,1.5208522,-18.627607,-18.594687,-12.150966,-12.226492,330.9198,1918.0,1,9.464441,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.20553244388762,-2.627167964171747]}"
1_2667_0,0.4404041,0.41696072,0.009931924,0.6439566,0.6340247,0.3112,0.0697,0.2354,0.22275,1.9575253,-14.197234,-12.531979,-7.9826884,-6.40195,349.814,1933.0,1,32.67744,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.20634092764333,-2.627167964171747]}"
1_2668_0,0.50188965,0.49882463,0.024258126,0.7382366,0.7139785,0.3188,0.0532,0.2253,0.2006,1.54347,-15.607152,-15.672359,-10.147911,-10.153976,13.406081,1934.0,1,34.950905,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.2068799168138,-2.627167964171747]}"
1_2669_0,0.5140568,0.49201742,0.03643455,0.7114811,0.67504656,0.3598,0.0698,0.21015,0.2256,1.7207916,-15.276802,-15.41187,-8.722884,-8.956267,134.9699,1988.0,1,12.90106,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.20364598179097,-2.6263594804160393]}"
1_2670_0,0.49665472,0.56737685,0.06779998,0.8307102,0.7629102,0.28875,0.038833335,0.16955,0.17155,1.6020247,-13.541795,-14.676245,-8.611168,-9.16106,37.909275,1316.0,1,20.26969,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.2497295558663,-2.846536556553734]}"
1_2671_0,0.4984759,0.5595278,0.048701268,0.80274594,0.75404465,0.292275,0.040983334,0.1686,0.1736,1.5719798,-14.069928,-15.842199,-9.063426,-10.077865,87.51351,1312.0,1,20.462051,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.2497295558663,-2.846267061968498]}"
1_2672_0,0.478505,0.48119092,0.10339855,0.8145852,0.71118665,0.2958,0.049925,0.1692,0.1975,1.5148969,-15.028078,-15.914263,-9.565307,-10.505178,84.81194,1302.0,1,19.699276,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.249999050451535,-2.8459975673832623]}"
1_2673_0,0.5184673,0.5403179,0.06976508,0.8102446,0.7404795,0.3085,0.046,0.173,0.1907,1.6171548,-13.845521,-14.419557,-8.518595,-8.916621,318.77905,1314.0,1,9.76887,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.249190566695827,-2.8454585782127904]}"
1_2674_0,0.33164105,0.310624,-0.055291407,0.38175526,0.43704668,0.33185,0.13,0.3247,0.2948,1.8713862,-16.495733,-15.030112,-9.318859,-8.03154,198.45605,1523.0,1,22.272638,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.26131782303144,-2.8379127298261864]}"
1_2675_0,0.5864296,0.6080842,0.055990744,0.8131492,0.75715846,0.34876665,0.0482,0.17623334,0.1857,4.078886,-10.243244,-8.41933,-4.506739,-2.0641246,162.62595,1532.0,1,15.183573,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.260509339275735,-2.8376432352409506]}"
1_2676_0,0.5371493,0.58878505,0.033461165,0.80163956,0.7681784,0.3145,0.041233335,0.1928,0.17656666,2.006943,-12.237759,-12.236617,-6.457458,-6.097142,228.40132,1229.0,1,21.311764,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.247304104599177,-2.8357567731442996]}"
1_2677_0,0.51219916,0.5666536,0.055122867,0.8107975,0.7556746,0.30036667,0.0418,0.19,0.17675,2.4363947,-13.166739,-12.046222,-6.9282265,-4.9442816,241.72853,1217.0,1,13.454376,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.246765115428705,-2.835487278559064]}"
1_2678_0,0.55658877,0.59970313,0.016596634,0.7867294,0.7701328,0.3233,0.041983332,0.18338333,0.181125,1.840364,-14.014414,-13.782628,-8.210665,-7.489077,184.9758,1264.0,1,20.49208,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.24838208294012,-2.835217783973828]}"
1_2679_0,0.42384204,0.4454898,-0.020341836,0.67155063,0.6918925,0.2612,0.047566667,0.212,0.1852,1.578829,-16.590265,-16.154299,-10.224514,-10.231822,7.1336575,1575.0,1,7.435783,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.261048328446208,-2.834948289388592]}"
1_2680_0,0.4192001,0.4593698,0.01572732,0.68846613,0.6727388,0.264,0.05165,0.2132,0.185675,1.4397407,-17.299435,-16.59721,-11.190318,-11.527917,28.639967,1571.0,1,22.086252,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.26131782303144,-2.834948289388592]}"
1_2681_0,0.5403234,0.5668214,0.081530936,0.81732523,0.7357943,0.32915,0.0501,0.21435,0.1894,1.8328995,-12.909758,-12.545783,-6.648991,-6.8447742,208.63995,1246.0,1,22.08625,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.24703461001394,-2.8346787948033563]}"
1_2682_0,0.4299831,0.50258774,0.034214217,0.725,0.6907858,0.264925,0.04845,0.1957,0.17905,1.3450388,-16.904135,-18.05954,-11.361086,-13.42678,37.180458,1552.0,1,33.841103,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.261587317616677,-2.8346787948033563]}"
1_2683_0,0.3204126,0.30644134,0.14301778,0.60858744,0.46556967,0.27313334,0.0996,0.2327,0.2491,1.5619591,-16.34476,-17.043211,-10.591474,-10.911431,7.86279,1371.0,1,25.356306,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.261587317616677,-2.83117536519529]}"
1_2684_0,0.3677101,0.36081916,0.15196799,0.74830115,0.59633315,0.2525,0.06385,0.21865,0.2276,1.3606266,-16.402233,-17.770166,-10.9482975,-13.060281,42.30849,1353.0,1,25.713747,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.259700855520027,-2.8300973868543466]}"
1_2685_0,0.5082471,0.4419528,0.0547445,0.79779124,0.7430467,0.30865,0.0455,0.2191,0.2294,1.5361111,-15.242345,-16.807999,-8.887782,-10.941916,54.815334,1330.0,1,18.630001,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.2602398446905,-2.829827892269111]}"
1_2686_0,0.38715246,0.36537194,7.463413E-4,0.62639296,0.62564665,0.25925,0.0597,0.249375,0.222225,1.5425277,-16.219955,-16.4382,-10.523323,-10.656665,30.609846,1330.0,1,22.479322,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.259970350105263,-2.829558397683875]}"
1_2687_0,0.5420931,0.5385779,-0.02003375,0.763134,0.7831677,0.3051,0.0371,0.2021,0.188,1.4332122,-17.782854,-19.799507,-12.268073,-13.814776,28.326118,1957.0,1,35.64808,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.253232985474366,-2.6376782529959453]}"
1_2688_0,0.7150687,0.6029118,-0.010495256,0.78925955,0.7997548,0.4404,0.049,0.2243,0.2227,1.8796273,-13.32021,-13.470121,-6.7285056,-7.166379,293.17673,2500.0,1,13.86271,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.307940386277245,-2.6295934154388694]}"
1_2689_0,0.41011548,0.5532504,0.012401269,0.7623039,0.7499026,0.2246,0.0321,0.13155,0.1343,1.5337195,-16.080713,-17.360092,-9.637164,-11.318949,81.8784,2330.0,1,18.970491,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.29015374365168,-2.638486736751653]}"
1_2690_0,0.7228905,0.60218465,0.012877636,0.7864515,0.7735739,0.4547,0.05805,0.2313,0.22475,1.9122251,-12.703992,-13.224668,-6.5191674,-6.9158525,177.79507,2414.0,1,22.840528,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.290962227407388,-2.634174823387879]}"
1_2691_0,0.30815825,0.29466665,-0.09757487,0.50143707,0.5990119,0.1942,0.0487,0.17295,0.1714,1.7824587,-15.367714,-15.647962,-8.722137,-8.778864,300.9373,2703.0,1,5.3963118,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.295543635356395,-2.6225865562227373]}"
1_2692_0,0.20765093,0.11035999,-0.08169718,0.30117252,0.3828697,0.1889,0.0843,0.22275,0.20925,1.6951004,-15.901208,-16.026194,-8.895608,-9.454421,23.98478,2704.0,1,9.060031,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.29581312994163,-2.6225865562227373]}"
1_2693_0,0.44992524,0.580456,0.0030064313,0.77058387,0.7675774,0.2426,0.0319,0.13665,0.1342,2.2461593,-11.788709,-12.609842,-4.976593,-5.6139574,165.94948,2388.0,1,18.455929,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.316564213004792,-2.63606128548453]}"
1_2694_0,0.48358557,0.59158975,0.017554266,0.77561605,0.7580618,0.26305,0.0362,0.145,0.14045,1.5154519,-14.789683,-17.65851,-10.416153,-11.652307,117.52817,2532.0,1,22.796705,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.3173726967605,-2.6242035237341526]}"
1_2695_0,0.44877136,0.4584509,0.007534048,0.6871189,0.6795848,0.28856668,0.05505,0.1952,0.1997,1.5702566,-14.07215,-15.272263,-8.990504,-9.725966,117.733864,1626.0,1,19.180273,"{""geodesic"":false,""type"":""Point"",""coordinates"":[28.850877569717234,-2.619083126614671]}"
1_2696_0,0.6195414,0.57576984,0.008621892,0.7643847,0.7557628,0.38927144,0.05415,0.2257,0.20352,1.6083112,-14.841317,-14.603837,-9.55402,-9.080232,180.0,1578.0,1,0.92740995,"{""geodesic"":false,""type"":""Point"",""coordinates"":[28.86462179356426,-2.6182746428589634]}"
1_2697_0,0.59572226,0.5617696,-0.024683155,0.71953404,0.7442172,0.3742,0.054875,0.23283334,0.2023625,1.5109178,-15.607849,-15.038305,-9.693529,-9.953093,180.0,1578.0,1,0.92740995,"{""geodesic"":false,""type"":""Point"",""coordinates"":[28.86462179356426,-2.6180051482737277]}"
1_2698_0,0.5494034,0.63124704,-0.028523184,0.7495452,0.77806836,0.31726667,0.0396,0.1469,0.1681,2.4737613,-12.052772,-11.56234,-5.7888513,-4.6739917,234.81042,1607.0,1,18.627895,"{""geodesic"":false,""type"":""Point"",""coordinates"":[28.861926847711903,-2.6104592998871237]}"
1_2699_0,0.51817465,0.6104879,-0.026587104,0.75991964,0.7865068,0.2979,0.0356,0.180725,0.15676667,1.492978,-14.961103,-15.642149,-8.344732,-10.477146,70.365005,1596.0,1,13.542865,"{""geodesic"":false,""type"":""Point"",""coordinates"":[28.863813309808553,-2.609920310716652]}"
1_2700_0,0.5985072,0.5221996,-0.09926752,0.6492411,0.7485086,0.3737,0.05375,0.2457,0.21565,1.8594576,-14.5206785,-14.196405,-8.6530695,-7.634702,116.541275,1591.0,1,2.0747483,"{""geodesic"":false,""type"":""Point"",""coordinates"":[28.851955548058175,-2.609650816131416]}"
1_2701_0,0.5334761,0.5785313,-0.0010318595,0.7545332,0.755565,0.30955,0.0431,0.1869,0.17136666,2.1911452,-13.279107,-11.455647,-7.4532404,-5.228155,235.74078,1602.0,1,23.332378,"{""geodesic"":false,""type"":""Point"",""coordinates"":[28.861118363956194,-2.6093813215461803]}"
1_2702_0,0.5240585,0.58162516,0.062334884,0.82072777,0.7583929,0.3104025,0.04265,0.16511667,0.17318,1.5617865,-13.855949,-15.554016,-8.589864,-9.959118,66.82292,1585.0,1,13.862525,"{""geodesic"":false,""type"":""Point"",""coordinates"":[28.863813309808553,-2.6091118269609446]}"
1_2703_0,0.50822735,0.47986257,-0.10837844,0.5780153,0.68639374,0.33743334,0.06275,0.25696668,0.21955,1.8579519,-14.654836,-14.661231,-8.608179,-7.8910713,288.41714,1595.0,1,2.9331572,"{""geodesic"":false,""type"":""Point"",""coordinates"":[28.851416558887703,-2.6085728377904727]}"
1_2704_0,0.5244327,0.49317324,-0.03252727,0.65765256,0.6901798,0.351325,0.0644,0.2526,0.22575,1.8365828,-14.477675,-15.111425,-8.214319,-8.228012,270.0,1602.0,1,0.92837137,"{""geodesic"":false,""type"":""Point"",""coordinates"":[28.850608075131998,-2.608033848620001]}"
1_2705_0,0.5062808,0.4853697,-0.02840746,0.6686835,0.697091,0.32514,0.058033332,0.24776667,0.21604,1.8706007,-14.72198,-13.965712,-8.1489525,-7.465897,203.2201,1604.0,1,7.0292177,"{""geodesic"":false,""type"":""Point"",""coordinates"":[28.850877569717234,-2.607764354034765]}"
1_2706_0,0.520083,0.5984083,-0.04981315,0.7195157,0.76932883,0.30528,0.0398,0.17046,0.17135,1.5575297,-14.784754,-15.794675,-8.982547,-10.14085,40.39383,1593.0,1,23.030077,"{""geodesic"":false,""type"":""Point"",""coordinates"":[28.863004826052848,-2.6074948594495293]}"
1_2707_0,0.51048714,0.5652098,-0.0054136342,0.75876224,0.7641759,0.30023333,0.040133335,0.17022,0.17438,1.5923797,-14.441847,-15.286358,-8.903112,-9.599694,40.26563,1586.0,1,15.418167,"{""geodesic"":false,""type"":""Point"",""coordinates"":[28.86327432063808,-2.6074948594495293]}"
1_2708_0,0.50068384,0.5355975,0.002344509,0.73495877,0.7326143,0.3052,0.0471,0.185,0.1888,1.5805844,-14.736705,-15.441291,-9.333965,-9.769355,53.77445,1588.0,1,16.768229,"{""geodesic"":false,""type"":""Point"",""coordinates"":[28.86273533146761,-2.6069558702790574]}"
1_2709_0,0.5399304,0.5843649,-0.03342982,0.739369,0.77279884,0.31913334,0.0409,0.19145,0.17501667,1.6454283,-14.721266,-14.844904,-8.76957,-9.021909,49.428013,1628.0,1,8.493387,"{""geodesic"":false,""type"":""Point"",""coordinates"":[28.860848869370958,-2.6066863756938217]}"
1_2710_0,0.5309618,0.49676618,0.035579078,0.7448931,0.709314,0.34135,0.05805,0.1882,0.2072,1.7959697,-14.7365,-14.540107,-9.300016,-8.095964,165.9498,1584.0,1,3.8187118,"{""geodesic"":false,""type"":""Point"",""coordinates"":[28.867047244831383,-2.60614738652335]}"
1_2711_0,0.497863,0.54682297,0.0077732047,0.7648331,0.7570599,0.29243332,0.040433332,0.19845,0.1658,1.5337218,-15.174363,-17.540546,-9.9918995,-11.436589,64.82171,1607.0,1,16.930162,"{""geodesic"":false,""type"":""Point"",""coordinates"":[28.852494537228647,-2.605877891938114]}"
1_2712_0,0.54808676,0.56501603,-0.006786733,0.7403223,0.747109,0.32105,0.046471428,0.17318334,0.1853125,2.5561564,-13.345135,-11.327678,-7.048816,-4.4315276,226.76529,1600.0,1,20.712347,"{""geodesic"":false,""type"":""Point"",""coordinates"":[28.857884428933364,-2.605877891938114]}"
1_2713_0,0.53615475,0.5704293,-0.03590019,0.7517473,0.7876475,0.3059,0.0363375,0.19475,0.1722,1.522559,-15.705108,-17.274462,-8.787316,-11.345676,49.427986,1601.0,1,16.62909,"{""geodesic"":false,""type"":""Point"",""coordinates"":[28.852494537228647,-2.6056083973528783]}"
1_2714_0,0.44553372,0.5191226,0.03021237,0.73889494,0.7086826,0.2701,0.04605,0.18656667,0.16746,1.5772275,-14.047061,-14.640735,-8.880355,-9.282577,146.28258,1590.0,1,6.6602015,"{""geodesic"":false,""type"":""Point"",""coordinates"":[28.853303020984356,-2.6056083973528783]}"
1_2715_0,0.49889165,0.5482348,8.5816666E-4,0.7887593,0.7879011,0.27885,0.03308,0.15715,0.1692,1.6856066,-14.169104,-14.965466,-8.232868,-8.878386,108.417175,1595.0,1,11.582466,"{""geodesic"":false,""type"":""Point"",""coordinates"":[28.86650825566091,-2.6056083973528783]}"
1_2716_0,0.49911526,0.55643356,0.023912754,0.7830149,0.7591021,0.29545,0.04046,0.19228333,0.17448,1.6098897,-14.097023,-16.35276,-8.175992,-10.157689,85.60582,1618.0,1,22.906956,"{""geodesic"":false,""type"":""Point"",""coordinates"":[28.851955548058175,-2.6053389027676426]}"
1_2717_0,0.47359934,0.58041614,-0.032851223,0.71649927,0.7493505,0.28056666,0.0402,0.18995,0.15175,1.6592728,-14.164896,-13.861133,-7.968609,-8.35374,36.898342,1589.0,1,9.198513,"{""geodesic"":false,""type"":""Point"",""coordinates"":[28.852764031813884,-2.6053389027676426]}"
1_2718_0,0.482509,0.5281479,0.012569248,0.7827511,0.77018183,0.273825,0.03555,0.15425,0.17164,1.778555,-13.886237,-14.279644,-7.6448255,-8.0287895,116.54136,1599.0,1,12.2631445,"{""geodesic"":false,""type"":""Point"",""coordinates"":[28.86650825566091,-2.6053389027676426]}"
1_2719_0,0.55320907,0.6315314,0.011575191,0.8145407,0.8029655,0.31615,0.03455,0.1434,0.15065,1.734334,-14.907276,-15.341898,-8.838945,-8.845988,57.556118,2357.0,1,11.926763,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.391214213115123,-2.6282459425126903]}"
1_2720_0,0.5656913,0.5714122,0.055616304,0.7909364,0.7353201,0.34355,0.0524,0.168375,0.181525,2.1379879,-14.111742,-12.952192,-8.961677,-6.058122,247.18779,1634.0,1,18.470165,"{""geodesic"":false,""type"":""Point"",""coordinates"":[28.890493273746902,-2.621508577881794]}"
